City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Lasa,IT,2021-02-03 16:52:43,46.6166,10.7002,39.0,93,90,9.22
295,Camden,US,2021-02-03 16:52:43,39.7835,-74.9663,35.01,80,99,1.99
296,Cayenne,GF,2021-02-03 16:52:43,4.9333,-52.3333,84.2,74,75,16.11
297,Cherskiy,RU,2021-02-03 16:52:43,68.75,161.3,8.71,85,76,8.75
298,Kahului,US,2021-02-03 16:52:44,20.8947,-156.47,66.99,72,1,8.05
299,Dayong,CN,2021-02-03 16:52:44,25.0209,118.2898,59.0,72,0,4.47
300,Leningradskiy,RU,2021-02-03 16:52:44,69.3833,178.4167,-21.37,84,52,13.87
301,Constitucion,CL,2021-02-03 16:48:44,-35.3333,-72.4167,71.69,52,4,4.85
302,Varhaug,NO,2021-02-03 16:52:44,58.6147,5.6457,23.0,63,0,3.44
303,Broome,US,2021-02-03 16:52:44,42.2506,-75.833,28.99,80,90,11.5
304,Touros,BR,2021-02-03 16:52:44,-5.1989,-35.4608,87.8,51,40,13.8
305,Kamaishi,JP,2021-02-03 16:52:44,39.2667,141.8833,21.63,89,8,6.53
306,Hay River,CA,2021-02-03 16:52:45,60.8156,-115.7999,-14.8,76,100,8.05
307,Mitsamiouli,KM,2021-02-03 16:52:45,-11.3847,43.2844,83.48,67,100,3.04
308,Port Lincoln,AU,2021-02-03 16:52:45,-34.7333,135.8667,65.8,66,100,4.74
309,Te Anau,NZ,2021-02-03 16:52:45,-45.4167,167.7167,42.96,91,25,3.33
310,Bathsheba,BB,2021-02-03 16:52:45,13.2167,-59.5167,82.4,65,75,25.32
311,Gondar,ET,2021-02-03 16:52:45,12.6,37.4667,65.89,27,75,4.21
312,Marquette,US,2021-02-03 16:52:46,46.5333,-87.6335,30.99,80,80,5.06
313,Saint George,US,2021-02-03 16:51:46,37.1041,-113.5841,54.0,87,1,5.75
314,Olafsvik,IS,2021-02-03 16:52:46,64.8945,-23.7142,36.9,79,100,24.45
315,Saldanha,ZA,2021-02-03 16:52:46,-33.0117,17.9442,75.2,53,0,21.85
316,Port Hawkesbury,CA,2021-02-03 16:52:46,45.6169,-61.3485,50.0,100,90,8.05
317,Shahreza,IR,2021-02-03 16:52:46,32.0339,51.8794,44.94,49,0,2.21
318,Ajdabiya,LY,2021-02-03 16:52:46,30.7554,20.2263,61.63,74,3,15.93
319,Rockland,US,2021-02-03 16:52:47,41.1668,-74.0496,36.0,78,85,5.01
320,Warrington,GB,2021-02-03 16:52:47,53.3925,-2.5802,48.2,81,20,2.3
321,Sabang,ID,2021-02-03 16:52:47,5.8933,95.3214,82.02,76,20,19.22
322,Sandpoint,US,2021-02-03 16:52:47,48.2766,-116.5533,32.0,100,90,1.07
323,Fukue,JP,2021-02-03 16:52:47,32.6881,128.8419,49.28,63,3,12.84
324,Ambulu,ID,2021-02-03 16:52:47,-8.345,113.6058,77.11,88,100,2.13
325,Burnie,AU,2021-02-03 16:52:48,-41.0667,145.9167,57.99,87,77,8.01
326,Puerto Leguizamo,CO,2021-02-03 16:52:48,-0.1934,-74.7819,75.29,90,96,1.28
327,Tura,IN,2021-02-03 16:52:48,25.5198,90.2201,61.25,55,0,3.02
328,Bergerac,FR,2021-02-03 16:52:48,44.8333,0.5,55.4,76,0,8.05
329,Bagamoyo,TZ,2021-02-03 16:52:48,-6.4333,38.9,84.2,74,20,10.36
330,Rosaryville,US,2021-02-03 16:52:48,38.7568,-76.8097,37.0,60,75,17.27
331,Koindu,GN,2021-02-03 16:52:49,8.4386,-10.3253,94.53,28,27,3.02
332,Necochea,AR,2021-02-03 16:52:49,-38.5473,-58.7368,79.0,55,4,10.8
333,San Jose,US,2021-02-03 16:50:00,37.3394,-121.895,46.99,81,20,2.86
334,Iqaluit,CA,2021-02-03 16:52:49,63.7506,-68.5145,-7.6,71,90,4.61
335,Petropavlovsk-Kamchatskiy,RU,2021-02-03 16:52:49,53.0452,158.6483,19.4,63,75,11.18
336,Ewo,CG,2021-02-03 16:52:50,-0.8725,14.8206,86.97,56,60,1.97
337,Zambezi,ZM,2021-02-03 16:52:50,-13.5432,23.1047,67.78,88,100,5.57
338,Karabulak,RU,2021-02-03 16:52:50,43.3036,44.8964,41.0,65,53,6.71
339,Pandaria,IN,2021-02-03 16:50:19,22.2333,81.4167,61.18,31,0,3.76
340,Moussoro,TD,2021-02-03 16:52:53,13.6408,16.4901,83.75,13,52,11.9
341,Chaozhou,CN,2021-02-03 16:52:53,23.6651,116.6379,57.2,77,0,1.45
342,Los Llanos De Aridane,ES,2021-02-03 16:52:53,28.6585,-17.9182,66.2,68,75,3.44
343,Spring Valley,US,2021-02-03 16:49:58,36.108,-115.245,61.0,31,75,4.61
344,Granadilla De Abona,ES,2021-02-03 16:52:54,28.1188,-16.576,68.0,68,75,6.91
345,Volary,CZ,2021-02-03 16:52:54,48.9088,13.8866,43.0,100,100,1.99
346,Hofn,IS,2021-02-03 16:52:54,64.2539,-15.2082,33.8,64,75,12.66
347,Plettenberg Bay,ZA,2021-02-03 16:52:54,-34.0527,23.3716,69.48,80,0,4.03
348,Bockenem,DE,2021-02-03 16:52:54,52.0099,10.132,48.99,92,100,7.0
349,Kuytun,RU,2021-02-03 16:52:55,54.3419,101.5036,16.61,96,100,7.16
350,Paita,PE,2021-02-03 16:52:55,-5.0892,-81.1144,86.0,48,0,14.97
351,Forbes,AU,2021-02-03 16:52:55,-33.3833,148.0167,70.0,65,0,5.01
352,Ketchikan,US,2021-02-03 16:52:56,55.3422,-131.6461,35.6,93,90,4.61
353,Valle De Allende,MX,2021-02-03 16:52:56,26.9333,-105.4,70.83,22,2,3.33
354,Kushiro,JP,2021-02-03 16:52:56,42.975,144.3747,12.97,84,6,17.4
355,Zirandaro,MX,2021-02-03 16:52:56,18.45,-100.9833,91.54,31,12,0.49
356,Waddan,LY,2021-02-03 16:52:56,29.1614,16.139,60.35,47,0,8.34
357,Kangaba,ML,2021-02-03 16:52:56,11.9333,-8.4167,98.01,8,20,3.6
358,Zhirnovsk,RU,2021-02-03 16:52:16,50.9845,44.7735,29.89,98,84,4.7
359,Tazovskiy,RU,2021-02-03 16:52:57,67.4667,78.7,-6.9,92,96,6.33
360,Thompson,CA,2021-02-03 16:52:57,55.7435,-97.8558,5.0,85,90,14.97
361,Tautira,PF,2021-02-03 16:52:57,-17.7333,-149.15,77.0,78,20,4.61
362,Uyovu,TZ,2021-02-03 16:52:57,-3.2833,31.5258,68.68,83,72,4.52
363,Saint-Andre-Avellin,CA,2021-02-03 16:52:58,45.7168,-75.066,28.99,59,75,11.5
364,Waverly,US,2021-02-03 16:52:58,42.7392,-84.6208,27.0,79,1,6.91
365,Chapais,CA,2021-02-03 16:52:58,49.7834,-74.8492,21.2,53,1,9.22
366,Luba,GQ,2021-02-03 16:52:58,3.4568,8.5547,86.0,79,20,12.66
367,Ngaoundere,CM,2021-02-03 16:52:58,7.3167,13.5833,80.08,17,0,7.05
368,Itoman,JP,2021-02-03 16:52:58,26.1247,127.6694,59.0,67,40,8.05
369,Sao Joao Da Barra,BR,2021-02-03 16:52:58,-21.6403,-41.0511,87.8,51,0,20.71
370,Palu,ID,2021-02-03 16:52:58,-0.8917,119.8707,75.45,81,98,1.95
371,Cuamba,MZ,2021-02-03 16:52:58,-14.8031,36.5372,73.76,90,70,2.55
372,Kruisfontein,ZA,2021-02-03 16:52:59,-34.0033,24.7314,75.0,77,0,5.99
373,Odweyne,SO,2021-02-03 16:52:59,9.4092,45.064,65.05,43,51,12.37
374,Hambantota,LK,2021-02-03 16:52:59,6.1241,81.1185,78.35,76,99,20.87
375,Warmbad,NA,2021-02-03 16:52:59,-28.45,18.7333,95.45,11,0,11.34
376,Tharad,IN,2021-02-03 16:52:59,24.3961,71.6267,61.41,46,0,4.61
377,Kutum,SD,2021-02-03 16:52:59,14.2,24.6667,76.14,18,2,14.58
378,Kamariotissa,GR,2021-02-03 16:52:59,40.4833,25.4667,57.2,82,20,4.21
379,Makakilo City,US,2021-02-03 16:52:59,21.3469,-158.0858,71.6,83,90,24.16
380,La Cruz,MX,2021-02-03 16:52:59,23.9167,-106.9,78.1,43,71,2.84
381,Weiser,US,2021-02-03 16:52:59,44.251,-116.9693,37.0,64,90,3.44
382,Maldonado,UY,2021-02-03 16:51:47,-34.6667,-54.9167,73.99,83,90,10.36
383,Gat,IL,2021-02-03 16:51:01,31.61,34.7642,69.01,50,0,3.0
384,Zabaykalsk,RU,2021-02-03 16:53:00,49.6333,117.3167,-9.83,84,86,4.03
385,Placido De Castro,BR,2021-02-03 16:53:00,-10.3353,-67.1856,79.11,93,96,2.93
386,Carballo,ES,2021-02-03 16:49:00,43.213,-8.691,55.0,77,97,7.0
387,Bekhtery,UA,2021-02-03 16:53:00,46.251,32.2927,41.0,100,90,6.71
388,Lewisporte,CA,2021-02-03 16:53:00,49.2499,-55.0482,33.8,93,90,33.38
389,Ust-Tsilma,RU,2021-02-03 16:53:00,65.441,52.1498,3.92,94,91,5.41
390,Jiuquan,CN,2021-02-03 16:53:01,39.7432,98.5174,23.54,67,0,0.85
391,Mookane,BW,2021-02-03 16:53:01,-23.688,26.6595,73.72,72,100,4.83
392,Farkhor,TJ,2021-02-03 16:53:01,37.4922,69.4036,46.4,81,6,6.71
393,Valparaiso,CL,2021-02-03 16:53:01,-33.0393,-71.6273,66.2,77,20,8.05
394,Imbituba,BR,2021-02-03 16:53:01,-28.24,-48.6703,89.6,62,20,12.66
395,Bilibino,RU,2021-02-03 16:53:01,68.0546,166.4372,3.49,84,100,8.32
396,Kaeo,NZ,2021-02-03 16:53:01,-35.1,173.7833,57.0,94,87,1.99
397,Guerrero Negro,MX,2021-02-03 16:53:01,27.9769,-114.0611,66.15,61,93,7.87
398,Nadym,RU,2021-02-03 16:53:02,65.5333,72.5167,2.3,94,96,6.29
399,Viransehir,TR,2021-02-03 16:53:02,37.2353,39.7631,49.37,65,90,6.33
400,Muli,MV,2021-02-03 16:53:02,2.9167,73.5667,82.18,81,90,19.89
401,Entroncamento,PT,2021-02-03 16:48:58,39.4667,-8.4667,63.0,75,76,7.0
402,Aksakovo,BG,2021-02-03 16:53:02,43.25,27.8167,48.2,93,80,2.3
403,Basco,PH,2021-02-03 16:53:02,20.4487,121.9702,72.07,79,51,26.44
404,Airai,TL,2021-02-03 16:53:02,-8.9266,125.4092,61.03,100,100,3.56
405,Amreli,IN,2021-02-03 16:53:02,21.6167,71.2333,67.19,35,7,7.18
406,Tres Arroyos,AR,2021-02-03 16:53:02,-38.3739,-60.2798,83.1,26,0,4.16
407,Tirunelveli,IN,2021-02-03 16:53:02,8.7333,77.7,75.96,74,18,7.61
408,Kyra,RU,2021-02-03 16:53:03,49.5776,111.9753,1.47,84,59,3.56
409,Loudi,CN,2021-02-03 16:53:03,27.7344,111.9944,52.48,93,95,1.68
410,Rawson,AR,2021-02-03 16:50:46,-43.3002,-65.1023,88.68,16,48,9.55
411,Barzas,RU,2021-02-03 16:53:03,55.7167,86.3167,23.0,86,90,11.18
412,Peterhead,GB,2021-02-03 16:48:13,57.5058,-1.7981,34.0,93,75,11.5
413,Vulcan,RO,2021-02-03 16:53:03,45.3833,23.2667,38.12,80,93,1.16
414,Palembang,ID,2021-02-03 16:53:04,-2.9167,104.7458,74.77,94,100,3.4
415,Xuddur,SO,2021-02-03 16:53:04,4.1213,43.8894,78.26,19,26,10.38
416,Mackay,AU,2021-02-03 16:53:04,-21.15,149.2,75.2,88,75,6.91
417,Santa Maria,BR,2021-02-03 16:53:04,-29.6842,-53.8069,73.4,100,90,2.3
418,Deputatskiy,RU,2021-02-03 16:53:05,69.3,139.9,-22.67,89,77,1.32
419,Poum,NC,2021-02-03 16:53:05,-20.2333,164.0167,78.17,81,29,23.04
420,Albanel,CA,2021-02-03 16:53:05,48.8832,-72.4487,24.8,86,100,14.97
421,Tecoanapa,MX,2021-02-03 16:53:05,16.5167,-98.75,82.15,60,8,6.02
422,Yeniseysk,RU,2021-02-03 16:53:05,58.4497,92.1703,12.69,95,100,8.72
423,Nikolayevsk-Na-Amure,RU,2021-02-03 16:53:05,53.1406,140.73,-23.04,83,86,11.43
424,Crisan,RO,2021-02-03 16:53:06,44.9667,29.4667,39.2,93,0,6.91
425,Ciudad Bolivar,VE,2021-02-03 16:53:06,8.1222,-63.5497,92.73,44,16,10.25
426,Bud,US,2021-02-03 16:53:06,39.447,-86.1758,30.99,74,1,4.61
427,Itaituba,BR,2021-02-03 16:53:06,-4.2761,-55.9836,89.6,62,40,5.75
428,Tsalenjikha,GE,2021-02-03 16:53:06,42.6044,42.0682,50.0,53,0,3.44
429,Bambanglipuro,ID,2021-02-03 16:53:06,-7.95,110.2833,78.1,86,100,2.64
430,Tual,ID,2021-02-03 16:53:07,-5.6667,132.75,82.62,77,100,20.65
431,Sechura,PE,2021-02-03 16:53:07,-5.5569,-80.8222,81.23,52,39,9.13
432,Sainte-Adele,CA,2021-02-03 16:48:31,45.9501,-74.1325,30.2,74,90,11.5
433,Longonjo,AO,2021-02-03 16:53:07,-12.9067,15.2533,74.68,53,90,0.54
434,Jalu,LY,2021-02-03 16:53:07,29.0331,21.5482,61.34,60,45,10.07
435,Lithakia,GR,2021-02-03 16:53:07,37.7167,20.8333,59.0,77,20,6.58
436,Batagay,RU,2021-02-03 16:53:07,67.6333,134.6333,-46.89,73,0,1.54
437,Borba,BR,2021-02-03 16:53:07,-4.3878,-59.5939,85.3,75,44,3.8
438,Dwarka,IN,2021-02-03 16:53:08,22.2394,68.9678,69.8,80,20,10.27
439,Cassilandia,BR,2021-02-03 16:53:08,-19.1133,-51.7342,91.42,51,6,2.3
440,Longyearbyen,SJ,2021-02-03 16:53:08,78.2186,15.6401,24.8,74,75,14.97
441,Normandin,CA,2021-02-03 16:53:08,48.8333,-72.5321,24.8,86,100,14.97
442,Fort Nelson,CA,2021-02-03 16:53:09,58.8053,-122.7002,-16.6,76,75,2.3
443,Bonavista,CA,2021-02-03 16:53:09,48.6499,-53.1147,34.0,100,100,13.8
444,Kimbe,PG,2021-02-03 16:53:09,-5.5502,150.1429,76.33,89,100,8.72
445,Teya,RU,2021-02-03 16:53:09,60.3778,92.6267,2.93,91,100,1.12
446,Gualaquiza,EC,2021-02-03 16:53:10,-3.4,-78.55,76.69,60,93,2.39
447,Emet,TR,2021-02-03 16:53:10,39.343,29.2585,46.99,63,89,1.57
448,Shelburne,CA,2021-02-03 16:53:10,44.0787,-80.2041,23.0,74,1,13.8
449,Dunedin,NZ,2021-02-03 16:53:11,-45.8742,170.5036,53.01,68,68,1.01
450,Teguldet,RU,2021-02-03 16:53:12,57.3064,88.1667,20.44,97,100,10.92
451,Bam,IR,2021-02-03 16:52:22,29.106,58.357,51.96,38,0,1.03
452,Carutapera,BR,2021-02-03 16:53:13,-1.195,-46.02,89.44,53,51,10.78
453,Mbanza-Ngungu,CD,2021-02-03 16:53:13,-5.25,14.8667,74.48,92,74,4.47
454,Boueni,YT,2021-02-03 16:53:13,-12.9025,45.0761,82.4,78,0,3.44
455,Chenzhou,CN,2021-02-03 16:53:13,25.8,113.0333,56.39,86,35,2.15
456,Melilla,ES,2021-02-03 16:53:14,35.2937,-2.9383,66.2,67,0,10.36
457,Bubaque,GW,2021-02-03 16:53:14,11.2833,-15.8333,78.82,59,20,10.76
458,Srednekolymsk,RU,2021-02-03 16:53:14,67.45,153.6833,-24.36,86,81,3.33
459,Aitape,PG,2021-02-03 16:53:14,-3.1374,142.3475,77.83,88,100,8.46
460,Lazaro Cardenas,MX,2021-02-03 16:53:14,17.9583,-102.2,82.2,60,57,3.0
461,Bereda,ES,2021-02-03 16:53:14,43.2686,-7.5406,52.0,78,97,15.99
462,Lerwick,GB,2021-02-03 16:53:14,60.1545,-1.1494,37.4,60,40,14.97
463,Visby,SE,2021-02-03 16:53:15,57.6409,18.296,28.4,74,75,8.05
464,Lahad Datu,MY,2021-02-03 16:53:15,5.0268,118.327,74.77,95,49,4.47
465,Zyryanka,RU,2021-02-03 16:53:15,65.75,150.85,-21.26,86,99,9.06
466,Innisfail,AU,2021-02-03 16:53:15,-17.5333,146.0333,76.14,80,81,3.38
467,Casablanca,MA,2021-02-03 16:53:15,33.5928,-7.6192,64.4,63,75,5.75
468,Baturaja,ID,2021-02-03 16:53:15,-4.1333,104.1667,72.95,95,100,3.18
469,Albania,AL,2021-02-03 16:53:15,41.0,20.0,53.6,76,0,2.3
470,Iracoubo,GF,2021-02-03 16:53:16,5.4802,-53.2011,81.46,79,64,16.62
471,Hirado,JP,2021-02-03 16:53:16,33.3597,129.5531,37.0,43,6,3.0
472,Lianyuan,CN,2021-02-03 16:53:16,27.6883,111.6642,52.68,89,96,1.3
473,Acarau,BR,2021-02-03 16:53:16,-2.8856,-40.12,85.86,67,13,18.7
474,Chama,CH,2021-02-03 16:53:16,47.1821,8.4636,46.4,87,90,10.36
475,Arrifes,PT,2021-02-03 16:53:16,37.7667,-25.7,53.6,71,20,13.8
476,Czersk,PL,2021-02-03 16:53:17,53.7959,17.9765,30.0,94,100,11.41
477,Novopavlovka,RU,2021-02-03 16:53:17,51.2172,109.2091,0.18,89,100,3.49
478,La Rioja,ES,2021-02-03 16:53:17,42.25,-2.5,55.4,82,75,3.44
479,Karasjok,NO,2021-02-03 16:53:17,69.4719,25.5112,23.0,93,75,11.5
480,Kendari,ID,2021-02-03 16:53:18,-3.945,122.4989,76.53,89,86,2.35
481,Lixourion,GR,2021-02-03 16:53:18,38.2019,20.4314,59.0,77,20,4.05
482,Ayan,RU,2021-02-03 16:53:19,56.45,138.1667,-28.71,69,0,15.37
483,Togur,RU,2021-02-03 16:53:19,58.3631,82.8265,9.25,96,96,7.92
484,Piacabucu,BR,2021-02-03 16:53:19,-10.4056,-36.4344,85.32,61,67,13.91
485,Biak,ID,2021-02-03 16:53:19,-0.9131,122.8766,77.52,80,100,4.41
486,Guaiba,BR,2021-02-03 16:53:19,-30.1139,-51.325,82.4,83,75,11.5
487,Murray Bridge,AU,2021-02-03 16:52:01,-35.1167,139.2667,64.0,77,100,4.79
488,Wahpeton,US,2021-02-03 16:53:20,46.2652,-96.6059,21.99,93,90,16.11
489,Hamina,FI,2021-02-03 16:53:20,60.5697,27.1979,10.4,85,40,11.5
490,Shieli,KZ,2021-02-03 16:53:20,44.1667,66.75,32.88,89,95,2.51
491,Tetiz,MX,2021-02-03 16:53:20,20.9667,-89.9333,73.4,43,20,6.91
492,Atasu,KZ,2021-02-03 16:53:20,48.6814,71.6433,20.12,92,100,8.63
493,Sarangani,PH,2021-02-03 16:53:20,5.4033,125.4636,82.24,75,29,12.26
494,Kieta,PG,2021-02-03 16:53:20,-6.2167,155.6333,79.88,82,100,11.36
495,Kalengwa,ZM,2021-02-03 16:53:20,-13.4659,25.0027,66.74,96,77,4.05
496,Mgandu,TZ,2021-02-03 16:53:20,-5.95,34.1333,64.71,87,17,3.58
497,Montevideo,UY,2021-02-03 16:51:19,-34.8335,-56.1674,75.99,83,90,12.66
498,Ballina,AU,2021-02-03 16:53:21,-28.8667,153.5667,66.2,88,8,5.75
499,Guilin,CN,2021-02-03 16:53:21,25.2819,110.2864,59.0,88,40,4.47
500,Severodvinsk,RU,2021-02-03 16:53:21,64.5635,39.8302,6.8,85,90,6.71
501,Banda Aceh,ID,2021-02-03 16:50:42,5.5577,95.3222,78.91,82,42,12.46
502,Robore,BO,2021-02-03 16:53:21,-18.3333,-59.75,80.6,89,75,5.14
503,Yaksatovo,RU,2021-02-03 16:53:21,46.2434,48.0151,41.0,93,90,4.47
504,Hukuntsi,BW,2021-02-03 16:53:21,-24.0,21.75,71.74,80,98,15.52
505,Rovaniemi,FI,2021-02-03 16:53:21,66.5,25.7167,5.0,85,20,9.22
506,Karratha,AU,2021-02-03 16:53:21,-20.7377,116.8463,81.73,81,70,15.66
507,Buraydah,SA,2021-02-03 16:53:22,26.326,43.975,73.4,46,0,2.3
508,Coquimbo,CL,2021-02-03 16:53:22,-29.9533,-71.3436,68.0,64,0,13.8
509,Nhulunbuy,AU,2021-02-03 16:53:22,-12.2333,136.7667,78.8,89,100,6.91
510,Vitre,FR,2021-02-03 16:51:32,48.1178,-1.2058,51.8,71,75,8.05
511,Vurnary,RU,2021-02-03 16:53:22,55.4904,46.9648,16.68,97,99,10.96
512,Chitral,PK,2021-02-03 16:53:22,35.8462,71.7858,33.82,61,27,5.41
513,Smithers,CA,2021-02-03 16:53:22,54.7804,-127.1743,21.2,79,90,5.75
514,Buldana,IN,2021-02-03 16:53:02,20.5333,76.1833,66.81,25,4,3.42
515,Camacha,PT,2021-02-03 16:53:22,33.0833,-16.3333,62.6,77,40,11.5
516,Ambilobe,MG,2021-02-03 16:53:22,-13.2,49.05,77.76,87,100,2.17
517,Mogadishu,SO,2021-02-03 16:53:23,2.0371,45.3438,77.16,77,20,19.84
518,Camana,PE,2021-02-03 16:53:23,-16.6228,-72.7111,74.1,67,99,9.4
519,Pimenta Bueno,BR,2021-02-03 16:53:23,-11.6725,-61.1936,91.31,57,4,2.82
520,Aktau,KZ,2021-02-03 16:53:23,43.65,51.2,33.8,93,86,6.71
521,Xai-Xai,MZ,2021-02-03 16:53:23,-25.0519,33.6442,74.61,92,98,2.98
522,Chernyshevskiy,RU,2021-02-03 16:53:23,63.0128,112.4714,-27.31,85,100,6.08
523,Veraval,IN,2021-02-03 16:53:23,20.9,70.3667,71.44,62,41,11.3
524,Port Blair,IN,2021-02-03 16:53:23,11.6667,92.75,77.97,78,17,11.14
525,Urucara,BR,2021-02-03 16:53:23,-2.5364,-57.76,92.35,48,29,5.21
526,Verkhnyaya Inta,RU,2021-02-03 16:53:24,65.9811,60.3094,7.23,95,98,9.71
527,San Clemente,US,2021-02-03 16:53:24,33.427,-117.612,55.99,84,100,2.73
528,Yangjiang,CN,2021-02-03 16:53:18,21.85,111.9667,60.3,89,11,2.95
529,Yacuiba,BO,2021-02-03 16:53:24,-22.038,-63.6797,68.0,100,90,9.22
530,Pacific Grove,US,2021-02-03 16:53:24,36.6177,-121.9166,48.0,87,1,3.44
531,Burns Lake,CA,2021-02-03 16:53:24,54.2331,-125.7533,14.0,79,99,5.75
532,Dubti,ET,2021-02-03 16:53:24,11.7361,41.0853,79.74,27,0,10.85
533,Zwedru,LR,2021-02-03 16:53:24,6.0667,-8.1281,88.52,52,80,4.29
534,Irbil,IQ,2021-02-03 16:51:49,36.1926,44.0106,53.6,62,0,3.44
535,Sri Aman,MY,2021-02-03 16:53:25,1.2376,111.4621,75.2,100,100,1.5
536,Lalmohan,BD,2021-02-03 16:53:25,22.3384,90.7419,66.58,55,0,7.45
537,Betioky,MG,2021-02-03 16:53:25,-23.7167,44.3833,86.16,53,51,8.46
538,Mandalgovi,MN,2021-02-03 16:53:25,45.7625,106.2708,11.82,75,0,18.16
539,Altagracia De Orituco,VE,2021-02-03 16:52:23,9.8601,-66.3814,89.28,43,15,6.64
540,Nicoya,CR,2021-02-03 16:53:25,10.1483,-85.452,84.2,42,0,9.22
541,Pattaya,TH,2021-02-03 16:50:34,12.9333,100.8833,75.2,94,20,3.44
542,Umm Kaddadah,SD,2021-02-03 16:53:26,13.6017,26.6876,79.9,17,0,1.52
543,Belmonte,BR,2021-02-03 16:53:26,-15.8631,-38.8828,84.2,65,20,11.5
544,Namatanai,PG,2021-02-03 16:53:26,-3.6667,152.4333,79.47,83,100,7.29
545,Turayf,SA,2021-02-03 16:53:26,31.6725,38.6637,64.4,42,0,4.61
546,Merrill,US,2021-02-03 16:49:10,45.1805,-89.6835,24.01,74,1,3.44
547,Skjervoy,NO,2021-02-03 16:53:26,70.0311,20.9714,15.8,92,90,2.3
548,Palizada,MX,2021-02-03 16:53:26,18.25,-92.0833,71.6,64,1,13.8
549,Kandrian,PG,2021-02-03 16:53:26,-6.2167,149.55,79.21,83,100,17.74
550,Pemangkat,ID,2021-02-03 16:53:27,1.1667,108.9667,76.95,87,100,10.45
551,Nara,JP,2021-02-03 16:48:44,34.6851,135.8049,37.0,53,25,5.57
552,Talcahuano,CL,2021-02-03 16:53:27,-36.7167,-73.1167,66.2,72,20,5.75
553,Opuwo,NA,2021-02-03 16:53:27,-18.0607,13.84,84.16,26,100,16.22
554,Aykhal,RU,2021-02-03 16:49:28,66.0,111.5,-25.89,83,100,2.51
555,Tigil,RU,2021-02-03 16:53:27,57.8,158.6667,0.27,91,52,2.53
556,Cabedelo,BR,2021-02-03 16:53:27,-6.9811,-34.8339,86.0,62,40,14.97
557,Colotlan,MX,2021-02-03 16:53:28,22.1,-103.2667,73.8,24,65,2.15
558,Belaya Gora,RU,2021-02-03 16:53:28,68.5333,146.4167,-18.71,88,100,2.71
559,Cockburn Town,TC,2021-02-03 16:53:28,21.4612,-71.1419,75.2,57,75,9.22
560,Lahat,ID,2021-02-03 16:53:28,-3.8,103.5333,72.59,93,100,2.73
561,Montepuez,MZ,2021-02-03 16:52:13,-13.1256,38.9997,73.24,91,96,2.57
